example_id,statement,intent_code,intent_meaning,department,split,urgency,sentiment,channel,language,has_order_context,wording_style,synthetic_source,created_date
REST_INTENT_024397,"Quick question, Can you handle a wedding catering order? if possible.",CATERING_INQUIRY,Bulk/catering order,Catering,train,low,neutral,counter,en,true,noisy,template_slot_generation_v1,2026-06-14
REST_INTENT_024398,"Hey, The food looks unsafe to eat. if possible?",FOOD_SAFETY_ISSUE,"Hair, illness, allergy, contamination",Food Safety,test,high,negative,counter,en,true,noisy,template_slot_generation_v1,2026-06-14
REST_INTENT_024399,"Please help, I want to discuss bulk food delivery. please",CATERING_INQUIRY,Bulk/catering order,Catering,train,low,neutral,email,en,false,noisy,template_slot_generation_v1,2026-06-14
REST_INTENT_024400,Can you confirm allergens for chicken wings?,ALLERGY_INQUIRY,Ask about allergens,Menu / Food Safety,train,low,neutral,chatbot,en,false,plain,template_slot_generation_v1,2026-06-14
REST_INTENT_024401,"I ordered grilled salmon, but I got shrimp noodles.",WRONG_ITEM,Wrong food/item received,Kitchen,train,medium,negative,chatbot,en,true,short,template_slot_generation_v1,2026-06-14
REST_INTENT_024402,"Quick question, I no longer need the table tonight. asap!",RESERVATION_CANCEL,Cancel booking,Reservations,train,low,neutral,chatbot,en,false,noisy,template_slot_generation_v1,2026-06-14
REST_INTENT_024403,"Can you help me? The ordr was wrong, so I want my money back. thanks",REFUND_REQUEST,Customer wants refund,Refunds,train,medium,negative,chatbot,en,true,noisy,template_slot_generation_v1,2026-06-14
REST_INTENT_024404,"Please help, The order was wrong, so I want my money back. right now",REFUND_REQUEST,Customer wants refund,Refunds,train,medium,negative,mobile_app,en,true,polite,template_slot_generation_v1,2026-06-14
REST_INTENT_024405,"Hello, I no longer need the table tonight. thanks!",RESERVATION_CANCEL,Cancel booking,Reservations,train,low,neutral,website,en,false,noisy,template_slot_generation_v1,2026-06-14
REST_INTENT_024406,I need help. I no longer need the table tonight. asap?,RESERVATION_CANCEL,Cancel booking,Reservations,train,low,neutral,email,en,false,polite,template_slot_generation_v1,2026-06-14
REST_INTENT_024407,"Hello, The app says my promo code expired, but it should still work. please?",PROMO_CODE_ISSUE,Coupon/promo not working,Promotions,train,low,negative,email,en,false,polite,template_slot_generation_v1,2026-06-14
REST_INTENT_024408,"Hi, Can you tell me the price of sushi roll? please help!",MENU_INQUIRY,Ask about menu,Menu,train,low,neutral,website,en,false,noisy,template_slot_generation_v1,2026-06-14
REST_INTENT_024409,Need help now: I need the second charge reversed. ASAP.,DOUBLE_CHARGED,Customer charged twice,Payments,train,high,negative,chatbot,en,true,urgent,template_slot_generation_v1,2026-06-14
REST_INTENT_024410,"Hello, Can I get your phone number? asap",GENERAL_INQUIRY,General question,Customer Support,train,low,neutral,email,en,false,polite,template_slot_generation_v1,2026-06-14
REST_INTENT_024411,"Hello, What are today's specials? thanks.",MENU_INQUIRY,Ask about menu,Menu,train,low,neutral,mobile_app,en,false,polite,template_slot_generation_v1,2026-06-14
REST_INTENT_024412,"Quick question, Two payments were taken for the same order. right now?",DOUBLE_CHARGED,Customer charged twice,Payments,train,high,negative,chatbot,en,true,polite,template_slot_generation_v1,2026-06-14
REST_INTENT_024413,Need help now: I cannot find my delivered order anywhere. ASAP.,ORDER_NOT_RECEIVED,Customer did not receive order,Delivery,train,high,negative,mobile_app,en,true,urgent,template_slot_generation_v1,2026-06-14
REST_INTENT_024414,"Hello, Are pets allowed on the patio?",GENERAL_INQUIRY,General question,Customer Support,train,low,neutral,email,en,false,noisy,template_slot_generation_v1,2026-06-14
REST_INTENT_024415,"Please help, Can you tell me if the paneer tikka has soy? asap",ALLERGY_INQUIRY,Ask about allergens,Menu / Food Safety,test,low,neutral,mobile_app,en,false,polite,template_slot_generation_v1,2026-06-14
REST_INTENT_024416,"Hey, The restaurant was not clean.",CLEANLINESS_COMPLAINT,Dirty table/restroom/restaurant,Cleaning / Store Manager,train,medium,negative,chatbot,en,false,noisy,template_slot_generation_v1,2026-06-14
REST_INTENT_024417,"Hey, I no longer need the table tonight. if possible",RESERVATION_CANCEL,Cancel booking,Reservations,train,low,neutral,chatbot,en,false,polite,template_slot_generation_v1,2026-06-14
REST_INTENT_024418,"Hey, Is the restaurant open on holidays? thanks.",GENERAL_INQUIRY,General question,Customer Support,train,low,neutral,counter,en,false,polite,template_slot_generation_v1,2026-06-14
REST_INTENT_024419,Order R604614 has duplicate payment charges.,DOUBLE_CHARGED,Customer charged twice,Payments,test,high,negative,mobile_app,en,true,plain,template_slot_generation_v1,2026-06-14
REST_INTENT_024420,I want to complain about employee behavior. right now?,STAFF_COMPLAINT,Complaint about staff behavior,Store Manager,train,medium,negative,email,en,false,noisy,template_slot_generation_v1,2026-06-14
REST_INTENT_024421,"This is urgent, I see a double charge on my Google Pay. please fix this?",DOUBLE_CHARGED,Customer charged twice,Payments,validation,high,negative,email,en,true,urgent,template_slot_generation_v1,2026-06-14
REST_INTENT_024422,"Hey, The promotion should apply to my tacos order. thanks?",PROMO_CODE_ISSUE,Coupon/promo not working,Promotions,train,low,negative,email,en,true,polite,template_slot_generation_v1,2026-06-14
REST_INTENT_024423,"Hi, Do you have availability for 6 guests tomorrow evening? if possible.",RESERVATION_CREATE,Book a table,Reservations,train,low,neutral,email,en,false,noisy,template_slot_generation_v1,2026-06-14
REST_INTENT_024424,I did not receive rewards for my purchase. right now?,LOYALTY_POINTS_ISSUE,Rewards points missing,Loyalty,train,low,negative,email,en,true,noisy,template_slot_generation_v1,2026-06-14
REST_INTENT_024425,I waited over an hour for order R871087.,ORDER_DELAYED,Order is late,Delivery / Kitchen,train,medium,negative,website,en,true,plain,template_slot_generation_v1,2026-06-14
REST_INTENT_024426,My payment failed while placing order R430446.,PAYMENT_FAILED,Payment failed,Payments,train,medium,negative,website,en,true,short,template_slot_generation_v1,2026-06-14
REST_INTENT_024427,URGENT: My food arrived burnt and not fresh. please fix this.,FOOD_QUALITY_ISSUE,"Cold, stale, burnt, raw food",Food Quality,train,low,negative,website,en,true,urgent,template_slot_generation_v1,2026-06-14
REST_INTENT_024428,"Hello, Our table had food stains when we sat down. if possible?",CLEANLINESS_COMPLAINT,Dirty table/restroom/restaurant,Cleaning / Store Manager,train,medium,negative,email,en,false,noisy,template_slot_generation_v1,2026-06-14
REST_INTENT_024429,"Hey, I need to report poor service from staff. please help",STAFF_COMPLAINT,Complaint about staff behavior,Store Manager,test,medium,negative,mobile_app,en,false,noisy,template_slot_generation_v1,2026-06-14
REST_INTENT_024430,The restaurant sent the wrong food in order R467326.,WRONG_ITEM,Wrong food/item received,Kitchen,test,medium,negative,website,en,true,uppercase,template_slot_generation_v1,2026-06-14
REST_INTENT_024431,"Please help, I asked for soup, but the delivred item is different. thanks",WRONG_ITEM,Wrong food/item received,Kitchen,train,medium,negative,mobile_app,en,true,noisy,template_slot_generation_v1,2026-06-14
REST_INTENT_024432,"Quick question, I cannot make it, please cancel our table.",RESERVATION_CANCEL,Cancel booking,Reservations,train,low,neutral,counter,en,false,noisy,template_slot_generation_v1,2026-06-14
REST_INTENT_024433,I need help with a failed restaurant payment. right now!,PAYMENT_FAILED,Payment failed,Payments,train,medium,negative,mobile_app,en,true,polite,template_slot_generation_v1,2026-06-14
REST_INTENT_024434,"I ordered margherita pizza, but I got plain naan.",WRONG_ITEM,Wrong food/item received,Kitchen,test,medium,negative,phone,en,true,short,template_slot_generation_v1,2026-06-14
REST_INTENT_024435,The app is not updating my order status for R393328.,ORDER_STATUS,Customer wants order status,Customer Support,train,low,neutral,mobile_app,en,true,short,template_slot_generation_v1,2026-06-14
REST_INTENT_024436,"Quick question, Can you handle a wedding catering order? asap?",CATERING_INQUIRY,Bulk/catering order,Catering,train,low,neutral,counter,en,true,polite,template_slot_generation_v1,2026-06-14
REST_INTENT_024437,URGENT: There may be a contamination issue with order R816302. please fix this?,FOOD_SAFETY_ISSUE,"Hair, illness, allergy, contamination",Food Safety,train,high,negative,counter,en,true,urgent,template_slot_generation_v1,2026-06-14
REST_INTENT_024438,URGENT: Cancel my reservation for Saturday at 7 pm.,RESERVATION_CANCEL,Cancel booking,Reservations,train,low,neutral,chatbot,en,false,urgent,template_slot_generation_v1,2026-06-14
REST_INTENT_024439,"Hi, My order is not confirmed because payment failed. please help.",PAYMENT_FAILED,Payment failed,Payments,test,medium,negative,mobile_app,en,true,polite,template_slot_generation_v1,2026-06-14
REST_INTENT_024440,"I paid for chicken wings, but it was not in the package.",MISSING_ITEM,Item missing from order,Kitchen / Takeout,train,medium,negative,phone,en,true,short,template_slot_generation_v1,2026-06-14
REST_INTENT_024441,URGENT: I want to talk to a human agent.,HUMAN_AGENT_REQUEST,Wants human support,Customer Support,train,medium,negative,phone,en,false,urgent,template_slot_generation_v1,2026-06-14
REST_INTENT_024442,THERE MAY BE A CONTAMINATION ISSUE WITH ORDER R288275.,FOOD_SAFETY_ISSUE,"Hair, illness, allergy, contamination",Food Safety,validation,high,negative,website,en,true,uppercase,template_slot_generation_v1,2026-06-14
REST_INTENT_024443,The brownie was overcooked and dry.,FOOD_QUALITY_ISSUE,"Cold, stale, burnt, raw food",Food Quality,validation,low,negative,email,en,true,short,template_slot_generation_v1,2026-06-14
REST_INTENT_024444,I need help. I received chicken pasta instead of spring rolls.,WRONG_ITEM,Wrong food/item received,Kitchen,train,medium,negative,mobile_app,en,true,polite,template_slot_generation_v1,2026-06-14
REST_INTENT_024445,Can you help me? What dishes do you serve? today!,MENU_INQUIRY,Ask about menu,Menu,train,low,neutral,mobile_app,en,false,noisy,template_slot_generation_v1,2026-06-14
REST_INTENT_024446,I need help. Does the mango lassi contain peanuts? please?,ALLERGY_INQUIRY,Ask about allergens,Menu / Food Safety,train,low,neutral,email,en,false,polite,template_slot_generation_v1,2026-06-14
REST_INTENT_024447,What dishes do you serve? right now?,MENU_INQUIRY,Ask about menu,Menu,validation,low,neutral,counter,en,false,polite,template_slot_generation_v1,2026-06-14
REST_INTENT_024448,URGENT: Please help with a coupon issue. ASAP.,PROMO_CODE_ISSUE,Coupon/promo not working,Promotions,train,low,negative,email,en,false,urgent,template_slot_generation_v1,2026-06-14
REST_INTENT_024449,URGENT: The BOGO offer is not showing on my order.,PROMO_CODE_ISSUE,Coupon/promo not working,Promotions,train,low,negative,website,en,true,urgent,template_slot_generation_v1,2026-06-14
REST_INTENT_024450,"I need help. I ordred chicken wings, but I got garden salad. asap",WRONG_ITEM,Wrong food/item received,Kitchen,train,medium,negative,counter,en,true,noisy,template_slot_generation_v1,2026-06-14
REST_INTENT_024451,Can you help me? I need support for my bank account. please help!,OUT_OF_SCOPE,Not related to restaurant,No ticket / fallback,train,low,neutral,counter,en,false,noisy,template_slot_generation_v1,2026-06-14
REST_INTENT_024452,"Please help, Can you add my rewards manually? thanks!",LOYALTY_POINTS_ISSUE,Rewards points missing,Loyalty,train,low,negative,mobile_app,en,true,polite,template_slot_generation_v1,2026-06-14
REST_INTENT_024453,"Please help, What are your kids menu?",GENERAL_INQUIRY,General question,Customer Support,train,low,neutral,counter,en,false,noisy,template_slot_generation_v1,2026-06-14
REST_INTENT_024454,URGENT: The delivery for order R738131 was supposed to arrive this morning but it is still not here. please fix this,ORDER_DELAYED,Order is late,Delivery / Kitchen,train,medium,negative,website,en,true,urgent,template_slot_generation_v1,2026-06-14
REST_INTENT_024455,URGENT: The unclean high chair at drive-thru location was unacceptable. please fix this.,CLEANLINESS_COMPLAINT,Dirty table/restroom/restaurant,Cleaning / Store Manager,validation,medium,negative,chatbot,en,false,urgent,template_slot_generation_v1,2026-06-14
REST_INTENT_024456,URGENT: Please start a refund request. please fix this?,REFUND_REQUEST,Customer wants refund,Refunds,train,medium,negative,chatbot,en,true,urgent,template_slot_generation_v1,2026-06-14
REST_INTENT_024457,I need the current status of my food order. please!,ORDER_STATUS,Customer wants order status,Customer Support,train,low,neutral,website,en,true,polite,template_slot_generation_v1,2026-06-14
REST_INTENT_024458,URGENT: Where is my order R144957? ASAP.,ORDER_STATUS,Customer wants order status,Customer Support,test,low,neutral,email,en,true,urgent,template_slot_generation_v1,2026-06-14
REST_INTENT_024459,"This is urgent, I booked for dinner but need to shift it later. ASAP.",RESERVATION_MODIFY,Change booking,Reservations,train,low,neutral,website,en,false,urgent,template_slot_generation_v1,2026-06-14
REST_INTENT_024460,"Hi, Our table had food stains when we sat down. right now?",CLEANLINESS_COMPLAINT,Dirty table/restroom/restaurant,Cleaning / Store Manager,validation,medium,negative,counter,en,false,polite,template_slot_generation_v1,2026-06-14
REST_INTENT_024461,"Quick question, The payment screen shows an error. thanks",PAYMENT_FAILED,Payment failed,Payments,train,medium,negative,email,en,true,polite,template_slot_generation_v1,2026-06-14
REST_INTENT_024462,I need help. The utensils were not clean. right now.,CLEANLINESS_COMPLAINT,Dirty table/restroom/restaurant,Cleaning / Store Manager,train,medium,negative,counter,en,false,noisy,template_slot_generation_v1,2026-06-14
REST_INTENT_024463,Order R222345 has duplicate payment charges.,DOUBLE_CHARGED,Customer charged twice,Payments,train,high,negative,mobile_app,en,true,uppercase,template_slot_generation_v1,2026-06-14
REST_INTENT_024464,"Please help, Can you add two more people to my booking? asap?",RESERVATION_MODIFY,Change booking,Reservations,train,low,neutral,phone,en,false,noisy,template_slot_generation_v1,2026-06-14
REST_INTENT_024465,My food arrived stale and not fresh.,FOOD_QUALITY_ISSUE,"Cold, stale, burnt, raw food",Food Quality,train,low,negative,counter,en,true,plain,template_slot_generation_v1,2026-06-14
REST_INTENT_024466,"Hello, Do you offer drive-thru service? thanks?",GENERAL_INQUIRY,General question,Customer Support,train,low,neutral,website,en,false,noisy,template_slot_generation_v1,2026-06-14
REST_INTENT_024467,"This is urgent, I used my membership number but points are missing. ASAP!",LOYALTY_POINTS_ISSUE,Rewards points missing,Loyalty,train,low,negative,email,en,true,urgent,template_slot_generation_v1,2026-06-14
REST_INTENT_024468,Update my reservation at the Chandler location.,RESERVATION_MODIFY,Change booking,Reservations,validation,low,neutral,mobile_app,en,false,plain,template_slot_generation_v1,2026-06-14
REST_INTENT_024469,"Please help, My payment failed while placing order R120123. please help.",PAYMENT_FAILED,Payment failed,Payments,train,medium,negative,website,en,true,polite,template_slot_generation_v1,2026-06-14
REST_INTENT_024470,Can you help me? The employee at the counter was unprofessional. right now?,STAFF_COMPLAINT,Complaint about staff behavior,Store Manager,validation,medium,negative,mobile_app,en,false,noisy,template_slot_generation_v1,2026-06-14
REST_INTENT_024471,"Please help, My order R966565 is late. today?",ORDER_DELAYED,Order is late,Delivery / Kitchen,train,medium,negative,chatbot,en,true,noisy,template_slot_generation_v1,2026-06-14
REST_INTENT_024472,"Quick question, I cannot make it, please cancel our table. if possible",RESERVATION_CANCEL,Cancel booking,Reservations,train,low,neutral,email,en,false,polite,template_slot_generation_v1,2026-06-14
REST_INTENT_024473,I need help. Can you update my booking from 8 to 11 people? asap,RESERVATION_MODIFY,Change booking,Reservations,train,low,neutral,email,en,false,noisy,template_slot_generation_v1,2026-06-14
REST_INTENT_024474,IS MY GREEK SALAD ORDER STILL BEING PREPARED OR OUT FOR DELIVERY?,ORDER_STATUS,Customer wants order status,Customer Support,train,low,neutral,chatbot,en,true,uppercase,template_slot_generation_v1,2026-06-14
REST_INTENT_024475,"Hi, I entered WEEKEND25, but the discount did not show. please help.",PROMO_CODE_ISSUE,Coupon/promo not working,Promotions,train,low,negative,mobile_app,en,false,noisy,template_slot_generation_v1,2026-06-14
REST_INTENT_024476,Need help now: The toppings are wrong on my naan. please fix this?,WRONG_ITEM,Wrong food/item received,Kitchen,train,medium,negative,phone,en,true,urgent,template_slot_generation_v1,2026-06-14
REST_INTENT_024477,URGENT: I paid for food but did not receive it. ASAP,ORDER_NOT_RECEIVED,Customer did not receive order,Delivery,train,high,negative,website,en,true,urgent,template_slot_generation_v1,2026-06-14
REST_INTENT_024478,"This is urgent, The employee at the counter was unprofessional. ASAP.",STAFF_COMPLAINT,Complaint about staff behavior,Store Manager,train,medium,negative,phone,en,false,urgent,template_slot_generation_v1,2026-06-14
REST_INTENT_024479,Can you help me? The meal was cold when delivered. today?,FOOD_QUALITY_ISSUE,"Cold, stale, burnt, raw food",Food Quality,train,low,negative,phone,en,true,polite,template_slot_generation_v1,2026-06-14
REST_INTENT_024480,"Hello, The staff at drive-thru location was made inappropriate comments. today!",STAFF_COMPLAINT,Complaint about staff behavior,Store Manager,test,medium,negative,website,en,false,noisy,template_slot_generation_v1,2026-06-14
REST_INTENT_024481,"Hey, I booked for dinner but need to shift it later. please help.",RESERVATION_MODIFY,Change booking,Reservations,train,low,neutral,website,en,false,polite,template_slot_generation_v1,2026-06-14
REST_INTENT_024482,Does the falafel wrap contain peanuts?,ALLERGY_INQUIRY,Ask about allergens,Menu / Food Safety,train,low,neutral,website,en,false,plain,template_slot_generation_v1,2026-06-14
REST_INTENT_024483,Our table had food stains when we sat down.,CLEANLINESS_COMPLAINT,Dirty table/restroom/restaurant,Cleaning / Store Manager,validation,medium,negative,counter,en,false,plain,template_slot_generation_v1,2026-06-14
REST_INTENT_024484,I was charged twice for order R924719.,DOUBLE_CHARGED,Customer charged twice,Payments,train,high,negative,email,en,true,uppercase,template_slot_generation_v1,2026-06-14
REST_INTENT_024485,My promo code WEEKEND25 is not working. please help.,PROMO_CODE_ISSUE,Coupon/promo not working,Promotions,train,low,negative,email,en,false,polite,template_slot_generation_v1,2026-06-14
REST_INTENT_024486,"Hello, Can you help me with my bank loan? today.",OUT_OF_SCOPE,Not related to restaurant,No ticket / fallback,train,low,neutral,website,en,false,polite,template_slot_generation_v1,2026-06-14
REST_INTENT_024487,URGENT: Please refund my money for the missing food. ASAP!,REFUND_REQUEST,Customer wants refund,Refunds,train,medium,negative,chatbot,en,true,urgent,template_slot_generation_v1,2026-06-14
REST_INTENT_024488,Need help now: Can you tell me if the naan has soy? ASAP?,ALLERGY_INQUIRY,Ask about allergens,Menu / Food Safety,train,low,neutral,chatbot,en,false,urgent,template_slot_generation_v1,2026-06-14
REST_INTENT_024489,I need help. Please connect me to custmer support. thanks!,HUMAN_AGENT_REQUEST,Wants human support,Customer Support,test,medium,negative,counter,en,false,noisy,template_slot_generation_v1,2026-06-14
REST_INTENT_024490,Can you check the status of order R222119?,ORDER_STATUS,Customer wants order status,Customer Support,train,low,neutral,mobile_app,en,true,uppercase,template_slot_generation_v1,2026-06-14
REST_INTENT_024491,"Hey, Can I see the menu? today?",MENU_INQUIRY,Ask about menu,Menu,train,low,neutral,counter,en,false,polite,template_slot_generation_v1,2026-06-14
REST_INTENT_024492,Track my ordr R656117 from the University Avenue store. today,ORDER_STATUS,Customer wants order status,Customer Support,train,low,neutral,chatbot,en,true,noisy,template_slot_generation_v1,2026-06-14
REST_INTENT_024493,"Hello, My food arrived dry and not fresh.",FOOD_QUALITY_ISSUE,"Cold, stale, burnt, raw food",Food Quality,train,low,negative,mobile_app,en,true,polite,template_slot_generation_v1,2026-06-14
REST_INTENT_024494,"Hello, My voucher failed during checkout. right now",PROMO_CODE_ISSUE,Coupon/promo not working,Promotions,train,low,negative,mobile_app,en,false,polite,template_slot_generation_v1,2026-06-14
REST_INTENT_024495,"Hello, Remove my booking at the Downtown branch. please help.",RESERVATION_CANCEL,Cancel booking,Reservations,test,low,neutral,phone,en,false,polite,template_slot_generation_v1,2026-06-14
REST_INTENT_024496,Please check my reward points for order R977920.,LOYALTY_POINTS_ISSUE,Rewards points missing,Loyalty,train,low,negative,mobile_app,en,true,uppercase,template_slot_generation_v1,2026-06-14
REST_INTENT_024497,Please reserve seats for 5 at next week.,RESERVATION_CREATE,Book a table,Reservations,train,low,neutral,phone,en,false,plain,template_slot_generation_v1,2026-06-14
REST_INTENT_024498,"Hi, The promotion should apply to my fries order. thanks!",PROMO_CODE_ISSUE,Coupon/promo not working,Promotions,train,low,negative,mobile_app,en,true,noisy,template_slot_generation_v1,2026-06-14
REST_INTENT_024499,Our table had food stains when we sat down. please help,CLEANLINESS_COMPLAINT,Dirty table/restroom/restaurant,Cleaning / Store Manager,train,medium,negative,phone,en,false,polite,template_slot_generation_v1,2026-06-14
REST_INTENT_024500,I need help. Tell me the stock price of a company. if possible.,OUT_OF_SCOPE,Not related to restaurant,No ticket / fallback,test,low,neutral,mobile_app,en,false,polite,template_slot_generation_v1,2026-06-14
REST_INTENT_024501,"Please help, Escalate this to a human. please!",HUMAN_AGENT_REQUEST,Wants human support,Customer Support,validation,medium,negative,mobile_app,en,false,noisy,template_slot_generation_v1,2026-06-14
REST_INTENT_024502,"Hello, The restroom was dirty. right now.",CLEANLINESS_COMPLAINT,Dirty table/restroom/restaurant,Cleaning / Store Manager,train,medium,negative,email,en,false,noisy,template_slot_generation_v1,2026-06-14
REST_INTENT_024503,"Hey, The app says arriving soon, but my food is still not here. right now",ORDER_DELAYED,Order is late,Delivery / Kitchen,validation,medium,negative,chatbot,en,true,polite,template_slot_generation_v1,2026-06-14
REST_INTENT_024504,"Hello, Please connect me to customer support. right now",HUMAN_AGENT_REQUEST,Wants human support,Customer Support,train,medium,negative,chatbot,en,false,polite,template_slot_generation_v1,2026-06-14
REST_INTENT_024505,"Quick question, Connect me with support now. please",HUMAN_AGENT_REQUEST,Wants human support,Customer Support,validation,medium,negative,phone,en,false,noisy,template_slot_generation_v1,2026-06-14
REST_INTENT_024506,URGENT: Remove my booking at the Mesa restaurant.,RESERVATION_CANCEL,Cancel booking,Reservations,validation,low,neutral,chatbot,en,false,urgent,template_slot_generation_v1,2026-06-14
REST_INTENT_024507,I want a refund for order R149690.,REFUND_REQUEST,Customer wants refund,Refunds,train,medium,negative,website,en,true,uppercase,template_slot_generation_v1,2026-06-14
REST_INTENT_024508,URGENT: Can you help me with my hotel booking? please fix this.,OUT_OF_SCOPE,Not related to restaurant,No ticket / fallback,train,low,neutral,phone,en,false,urgent,template_slot_generation_v1,2026-06-14
REST_INTENT_024509,"Hi, There was trash around the dining area.",CLEANLINESS_COMPLAINT,Dirty table/restroom/restaurant,Cleaning / Store Manager,train,medium,negative,chatbot,en,false,polite,template_slot_generation_v1,2026-06-14
REST_INTENT_024510,Need help now: My loyalty points were not added after order R413825.,LOYALTY_POINTS_ISSUE,Rewards points missing,Loyalty,train,low,negative,mobile_app,en,true,urgent,template_slot_generation_v1,2026-06-14
REST_INTENT_024511,"Quick question, I need to pick up my lost keys.",LOST_AND_FOUND,Customer lost item,Front Desk,train,medium,negative,counter,en,false,polite,template_slot_generation_v1,2026-06-14
REST_INTENT_024512,"Hi, I used my membership number but points are missing. today?",LOYALTY_POINTS_ISSUE,Rewards points missing,Loyalty,train,low,negative,mobile_app,en,true,polite,template_slot_generation_v1,2026-06-14
REST_INTENT_024513,"Hello, I lost my sunglasses in your restaurant. today.",LOST_AND_FOUND,Customer lost item,Front Desk,train,medium,negative,chatbot,en,false,polite,template_slot_generation_v1,2026-06-14
REST_INTENT_024514,My order R592987 is late.,ORDER_DELAYED,Order is late,Delivery / Kitchen,train,medium,negative,email,en,true,plain,template_slot_generation_v1,2026-06-14
REST_INTENT_024515,I need help. I visited around 7 pm and lost my water bottle. if possible.,LOST_AND_FOUND,Customer lost item,Front Desk,train,medium,negative,website,en,false,noisy,template_slot_generation_v1,2026-06-14
REST_INTENT_024516,"This is urgent, My order has the wrong item. ASAP",WRONG_ITEM,Wrong food/item received,Kitchen,train,medium,negative,phone,en,true,urgent,template_slot_generation_v1,2026-06-14
REST_INTENT_024517,I need help. Do you serve vegetarian options? today!,MENU_INQUIRY,Ask about menu,Menu,train,low,neutral,email,en,false,noisy,template_slot_generation_v1,2026-06-14
REST_INTENT_024518,I need help. I received the ordr but one item is missing. please help,MISSING_ITEM,Item missing from order,Kitchen / Takeout,train,medium,negative,mobile_app,en,true,noisy,template_slot_generation_v1,2026-06-14
REST_INTENT_024519,Need help now: Where is my order R273628? please fix this,ORDER_STATUS,Customer wants order status,Customer Support,train,low,neutral,website,en,true,urgent,template_slot_generation_v1,2026-06-14
REST_INTENT_024520,I need help. Where is your nearest branch? today!,GENERAL_INQUIRY,General question,Customer Support,train,low,neutral,phone,en,false,polite,template_slot_generation_v1,2026-06-14
REST_INTENT_024521,URGENT: Is breakfast available at Main Street location? please fix this!,MENU_INQUIRY,Ask about menu,Menu,train,low,neutral,email,en,false,urgent,template_slot_generation_v1,2026-06-14
REST_INTENT_024522,Need help now: The flies near the food at Downtown branch was unacceptable. ASAP,CLEANLINESS_COMPLAINT,Dirty table/restroom/restaurant,Cleaning / Store Manager,validation,medium,negative,phone,en,false,urgent,template_slot_generation_v1,2026-06-14
REST_INTENT_024523,Update my reservation at the mall food court.,RESERVATION_MODIFY,Change booking,Reservations,test,low,neutral,chatbot,en,false,plain,template_slot_generation_v1,2026-06-14
REST_INTENT_024524,I placed ordr R167600 last night and want an update. please.,ORDER_STATUS,Customer wants order status,Customer Support,train,low,neutral,email,en,true,noisy,template_slot_generation_v1,2026-06-14
REST_INTENT_024525,"Hello, There was trash around the dining area.",CLEANLINESS_COMPLAINT,Dirty table/restroom/restaurant,Cleaning / Store Manager,train,medium,negative,phone,en,false,polite,template_slot_generation_v1,2026-06-14
REST_INTENT_024526,I need a table booking for next Sunday.,RESERVATION_CREATE,Book a table,Reservations,validation,low,neutral,chatbot,en,false,short,template_slot_generation_v1,2026-06-14
REST_INTENT_024527,Does the pepperoni pizza contain peanuts?,ALLERGY_INQUIRY,Ask about allergens,Menu / Food Safety,train,low,neutral,phone,en,false,short,template_slot_generation_v1,2026-06-14
REST_INTENT_024528,Can I get your phone number? if possible.,GENERAL_INQUIRY,General question,Customer Support,train,low,neutral,chatbot,en,false,polite,template_slot_generation_v1,2026-06-14
REST_INTENT_024529,"Hey, Cancel the reservation for 8 people. if possible?",RESERVATION_CANCEL,Cancel booking,Reservations,train,low,neutral,counter,en,false,noisy,template_slot_generation_v1,2026-06-14
REST_INTENT_024530,"This is urgent, The staff at Tempe store was shouted at us.",STAFF_COMPLAINT,Complaint about staff behavior,Store Manager,test,medium,negative,chatbot,en,false,urgent,template_slot_generation_v1,2026-06-14
REST_INTENT_024531,"Quick question, I want to complain about employee behavior. today?",STAFF_COMPLAINT,Complaint about staff behavior,Store Manager,validation,medium,negative,counter,en,false,polite,template_slot_generation_v1,2026-06-14
REST_INTENT_024532,Can you check the status of order R176377?,ORDER_STATUS,Customer wants order status,Customer Support,test,low,neutral,chatbot,en,true,plain,template_slot_generation_v1,2026-06-14
REST_INTENT_024533,I need help. Is the restaurant open on holidays? please!,GENERAL_INQUIRY,General question,Customer Support,train,low,neutral,website,en,false,polite,template_slot_generation_v1,2026-06-14
REST_INTENT_024534,"Please help, My order was marked delivered but nothing arrived. asap",ORDER_NOT_RECEIVED,Customer did not receive order,Delivery,train,high,negative,mobile_app,en,true,polite,template_slot_generation_v1,2026-06-14
REST_INTENT_024535,Do you have availability for 2 guests this afternoon?,RESERVATION_CREATE,Book a table,Reservations,test,low,neutral,chatbot,en,false,uppercase,template_slot_generation_v1,2026-06-14
REST_INTENT_024536,Do you have parking at the Chandler location? asap,GENERAL_INQUIRY,General question,Customer Support,validation,low,neutral,chatbot,en,false,noisy,template_slot_generation_v1,2026-06-14
REST_INTENT_024537,URGENT: I need to report poor service from staff.,STAFF_COMPLAINT,Complaint about staff behavior,Store Manager,validation,medium,negative,chatbot,en,false,urgent,template_slot_generation_v1,2026-06-14
REST_INTENT_024538,URGENT: Did anyone find a backpack after my visit? please fix this!,LOST_AND_FOUND,Customer lost item,Front Desk,test,medium,negative,phone,en,false,urgent,template_slot_generation_v1,2026-06-14
REST_INTENT_024539,"Quick question, Which menu items are egg-free? today?",ALLERGY_INQUIRY,Ask about allergens,Menu / Food Safety,train,low,neutral,mobile_app,en,false,polite,template_slot_generation_v1,2026-06-14
